node_id,x,y,head(m),pressure(kPa),velocity_x(m/s),velocity_y(m/s),gradient
1052,76.5275,24.0000,16.5728,-72.8607,7.948912e-06,-9.579149e-07,0.820971
1053,78.5385,24.0000,14.9901,-88.3869,8.043113e-06,-2.964741e-07,0.808795
1054,80.5495,24.0000,13.3368,-104.6058,8.141891e-06,3.698015e-07,0.820602
1055,82.5604,24.0000,11.7500,-120.1725,8.065895e-06,1.205116e-06,0.848793
1056,84.5714,24.0000,10.2925,-134.4701,6.990152e-06,1.730212e-06,0.783661
1057,86.5824,24.0000,8.7759,-149.3482,6.729604e-06,1.853130e-06,0.774863
1058,88.5934,24.0000,7.3383,-163.4510,7.699523e-06,3.237794e-06,1.027211
1059,90.6044,24.0000,6.9119,-167.6344,7.431083e-06,3.499997e-06,0.776897
1060,92.6154,24.0000,5.5588,-180.9086,7.828338e-06,3.605679e-06,0.543781
1061,94.6264,24.0000,2.0000,-215.8200,9.581689e-06,5.809858e-06,0.376519
1062,66.4725,26.0000,28.0000,19.6200,1.243595e-05,-8.134740e-06,0.511950
1063,68.4835,26.0000,23.1796,-27.6683,1.006801e-05,-4.972454e-06,0.724667
1064,70.4945,26.0000,21.4208,-44.9215,9.764269e-06,-4.549752e-06,1.014382
1065,72.5055,26.0000,20.8552,-50.4705,1.036281e-05,-4.043705e-06,1.348307
1066,74.5165,26.0000,18.8578,-70.0650,9.484198e-06,-1.605170e-06,1.013227
1067,76.5275,26.0000,17.0414,-87.8840,8.590690e-06,-1.074909e-06,0.891971
1068,78.5385,26.0000,15.0411,-107.5068,9.507338e-06,-6.775626e-07,0.969797
1069,80.5495,26.0000,13.3174,-124.4166,9.926315e-06,2.894111e-07,1.001052
1070,82.5604,26.0000,11.1560,-145.6192,9.809329e-06,1.227718e-06,1.019453
1071,84.5714,26.0000,9.1128,-165.6630,1.097453e-05,3.582265e-06,1.357062
1072,86.5824,26.0000,8.4277,-172.3839,1.029913e-05,4.169568e-06,1.013281
1073,88.5934,26.0000,6.5367,-190.9353,1.030809e-05,4.289622e-06,0.690931
1074,90.6044,26.0000,2.0000,-235.4400,1.233996e-05,7.141933e-06,0.471900
1075,70.4945,28.0000,28.0000,0.0000,1.665747e-05,-9.487503e-06,0.631230
1076,72.5055,28.0000,21.8660,-60.1741,1.409398e-05,-5.605590e-06,0.932100
1077,74.5165,28.0000,19.2259,-86.0739,1.060344e-05,-1.160097e-06,0.544612
1078,76.5275,28.0000,17.1505,-106.4336,1.532553e-05,-5.719903e-06,1.485804
1079,78.5385,28.0000,16.1842,-115.9131,1.818168e-05,-4.350379e-06,2.153820
1080,80.5495,28.0000,12.5392,-151.6704,1.811072e-05,3.158334e-06,2.061988
1081,82.5604,28.0000,11.2251,-164.5622,1.619650e-05,4.837413e-06,1.468836
1082,84.5714,28.0000,8.2114,-194.1266,1.486005e-05,5.101056e-06,0.945977
1083,86.5824,28.0000,2.0000,-255.0600,1.714694e-05,9.161530e-06,0.627372
1084,76.5275,30.0000,28.0000,-19.6200,2.892425e-05,-1.499793e-05,1.041743
1085,78.5385,30.0000,17.3330,-124.2629,2.600115e-05,-7.690049e-06,1.619010
1086,80.5495,30.0000,11.6961,-179.5614,2.522661e-05,6.101527e-06,1.506969
1087,82.5604,30.0000,2.0000,-274.6800,2.737515e-05,1.258522e-05,0.929701
